Dpto;Municipio;desagregacionCultivo;Cultivo;cicloDelCultivo;grupoCultivo;Subgrupo;Anio;Periodo;areaSembradaHa;areaCosechadaHa;produccionTon;rendimientoTonHa;nombreCientificoCultivo;estadoFisicoCultivo
Boyacá;Tunja;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2019;A;170.0;170.0;2550.0;15.0;Arracacia xanthorrhiza;En fresco
Boyacá;Tunja;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2020;A;150.0;150.0;3750.0;25.0;Arracacia xanthorrhiza;En fresco
Boyacá;Tunja;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2021;A;180.0;180.0;4500.0;25.0;Arracacia xanthorrhiza;En fresco
Boyacá;Tunja;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2022;A;160.0;180.0;4500.0;25.0;Arracacia xanthorrhiza;En fresco
Boyacá;Tunja;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;A;50.0;150.0;3750.0;25.0;Arracacia xanthorrhiza;En fresco
Boyacá;Tunja;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;B;4.0;0.0;0.0;0.0;Arracacia xanthorrhiza;En fresco
Boyacá;Tunja;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2019;A;80.0;80.0;96.0;1.2;Pisum sativum;Grano
Boyacá;Tunja;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2019;B;400.0;400.0;560.0;1.4;Pisum sativum;Grano
Boyacá;Tunja;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2020;A;20.0;20.0;56.0747663551402;2.8;Pisum sativum;Grano
Boyacá;Tunja;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2020;B;200.0;200.0;560.747663551402;2.8;Pisum sativum;Grano
Boyacá;Tunja;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2021;A;28.0;28.0;33.6;1.2;Pisum sativum;Grano
Boyacá;Tunja;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2021;B;280.0;280.0;420.0;1.5;Pisum sativum;Grano
Boyacá;Tunja;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2022;A;35.0;35.0;65.4205607476636;1.87;Pisum sativum;Grano
Boyacá;Tunja;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2022;B;230.0;210.0;392.523364485981;1.87;Pisum sativum;Grano
Boyacá;Tunja;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2023;A;20.0;18.0;29.4392523364486;1.64;Pisum sativum;Grano
Boyacá;Tunja;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2023;B;400.0;400.0;747.663551401869;1.87;Pisum sativum;Grano
Boyacá;Tunja;Avena;Avena;Transitorio;Cereales;Cereales;2019;A;160.0;160.0;480.0;3.0;Avena sativa;En fresco
Boyacá;Tunja;Avena;Avena;Transitorio;Cereales;Cereales;2019;B;100.0;100.0;300.0;3.0;Avena sativa;En fresco
Boyacá;Tunja;Avena;Avena;Transitorio;Cereales;Cereales;2020;A;160.0;160.0;480.0;3.0;Avena sativa;En fresco
Boyacá;Tunja;Avena;Avena;Transitorio;Cereales;Cereales;2020;B;100.0;100.0;300.0;3.0;Avena sativa;En fresco
Boyacá;Tunja;Avena;Avena;Transitorio;Cereales;Cereales;2021;A;150.0;150.0;450.0;3.0;Avena sativa;En fresco
Boyacá;Tunja;Avena;Avena;Transitorio;Cereales;Cereales;2021;B;150.0;150.0;450.0;3.0;Avena sativa;En fresco
Boyacá;Tunja;Avena;Avena;Transitorio;Cereales;Cereales;2022;A;40.0;40.0;120.0;3.0;Avena sativa;En fresco
Boyacá;Tunja;Avena;Avena;Transitorio;Cereales;Cereales;2022;B;40.0;77.0;231.0;3.0;Avena sativa;En fresco
Boyacá;Tunja;Avena;Avena;Transitorio;Cereales;Cereales;2023;A;70.0;66.0;264.0;4.0;Avena sativa;En fresco
Boyacá;Tunja;Avena;Avena;Transitorio;Cereales;Cereales;2023;B;48.0;48.0;144.0;3.0;Avena sativa;En fresco
Boyacá;Tunja;Cebada;Cebada;Transitorio;Cereales;Cereales;2019;A;20.0;20.0;60.0;3.0;Hordeum vulgare;En fresco
Boyacá;Tunja;Cebada;Cebada;Transitorio;Cereales;Cereales;2019;B;15.0;15.0;45.0;3.0;Hordeum vulgare;En fresco
Boyacá;Tunja;Cebada;Cebada;Transitorio;Cereales;Cereales;2020;A;15.0;15.0;45.0;3.0;Hordeum vulgare;En fresco
Boyacá;Tunja;Cebada;Cebada;Transitorio;Cereales;Cereales;2020;B;12.0;12.0;36.0;3.0;Hordeum vulgare;En fresco
Boyacá;Tunja;Cebada;Cebada;Transitorio;Cereales;Cereales;2021;A;20.0;20.0;75.0;3.75;Hordeum vulgare;En fresco
Boyacá;Tunja;Cebada;Cebada;Transitorio;Cereales;Cereales;2021;B;20.0;20.0;60.0;3.0;Hordeum vulgare;En fresco
Boyacá;Tunja;Cebada;Cebada;Transitorio;Cereales;Cereales;2022;A;24.0;20.0;60.0;3.0;Hordeum vulgare;En fresco
Boyacá;Tunja;Cebada;Cebada;Transitorio;Cereales;Cereales;2022;B;30.0;48.0;144.0;3.0;Hordeum vulgare;En fresco
Boyacá;Tunja;Cebada;Cebada;Transitorio;Cereales;Cereales;2023;A;40.0;37.0;111.0;3.0;Hordeum vulgare;En fresco
Boyacá;Tunja;Cebada;Cebada;Transitorio;Cereales;Cereales;2023;B;80.0;80.0;240.0;3.0;Hordeum vulgare;En fresco
Boyacá;Tunja;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2019;A;120.0;120.0;2400.0;20.0;Allium cepa;En fresco
Boyacá;Tunja;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2019;B;100.0;100.0;2000.0;20.0;Allium cepa;En fresco
Boyacá;Tunja;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2020;A;140.0;140.0;3500.0;25.0;Allium cepa;En fresco
Boyacá;Tunja;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2020;B;100.0;100.0;2500.0;25.0;Allium cepa;En fresco
Boyacá;Tunja;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2021;A;80.0;80.0;2000.0;25.0;Allium cepa;En fresco
Boyacá;Tunja;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2021;B;80.0;80.0;1600.0;20.0;Allium cepa;En fresco
Boyacá;Tunja;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2022;A;92.0;80.0;2000.0;25.0;Allium cepa;En fresco
Boyacá;Tunja;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2022;B;80.0;90.0;1800.0;20.0;Allium cepa;En fresco
Boyacá;Tunja;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2023;A;40.0;75.0;1725.0;23.0;Allium cepa;En fresco
Boyacá;Tunja;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2023;B;60.0;40.0;800.0;20.0;Allium cepa;En fresco
Boyacá;Tunja;Fresa;Fresa;Permanente;Frutales;Demás frutales;2019;C;3.0;3.0;30.0;10.0;Fragaria vesca;En fresco
Boyacá;Tunja;Fresa;Fresa;Permanente;Frutales;Demás frutales;2020;C;3.0;3.0;30.0;10.0;Fragaria vesca;En fresco
Boyacá;Tunja;Fresa;Fresa;Permanente;Frutales;Demás frutales;2021;C;2.0;2.0;2.0;1.0;Fragaria vesca;En fresco
Boyacá;Tunja;Fresa;Fresa;Permanente;Frutales;Demás frutales;2022;C;2.0;2.0;4.0;2.0;Fragaria vesca;En fresco
Boyacá;Tunja;Fresa;Fresa;Permanente;Frutales;Demás frutales;2023;C;8.0;6.0;48.0;8.0;Fragaria vesca;En fresco
Boyacá;Tunja;Frijol;Frijol;Transitorio;Leguminosas;Leguminosas;2023;A;6.0;0.0;0.0;0.0;Phaseolus vulgaris;Grano seco
Boyacá;Tunja;Frijol;Frijol;Transitorio;Leguminosas;Leguminosas;2023;B;0.0;5.0;5.24475524475525;1.05;Phaseolus vulgaris;Grano seco
Boyacá;Tunja;Haba;Haba;Transitorio;Leguminosas;Leguminosas;2023;B;8.0;0.0;0.0;0.0;Vicia faba;Grano seco
Boyacá;Tunja;Maíz amarillo tradicional;Maíz;Transitorio;Cereales;Cereales;2021;A;160.0;160.0;240.0;1.5;Zea mays;Grano seco
Boyacá;Tunja;Maíz amarillo tradicional;Maíz;Transitorio;Cereales;Cereales;2022;A;112.0;160.0;320.0;2.0;Zea mays;Grano seco
Boyacá;Tunja;Maíz amarillo tradicional;Maíz;Transitorio;Cereales;Cereales;2023;A;110.0;100.0;200.0;2.0;Zea mays;Grano seco
Boyacá;Tunja;Maíz tradicional;Maíz;Transitorio;Cereales;Cereales;2019;A;180.0;180.0;360.0;2.0;Zea mays;En fresco
Boyacá;Tunja;Maíz tradicional;Maíz;Transitorio;Cereales;Cereales;2020;A;152.0;152.0;456.0;3.0;Zea mays;En fresco
Boyacá;Tunja;Papa criolla;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2019;A;80.0;80.0;800.0;10.0;Solanum phureja;En fresco
Boyacá;Tunja;Papa criolla;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2019;B;50.0;50.0;500.0;10.0;Solanum phureja;En fresco
Boyacá;Tunja;Papa criolla;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2020;A;300.0;300.0;3000.0;10.0;Solanum phureja;En fresco
Boyacá;Tunja;Papa criolla;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2020;B;300.0;300.0;3000.0;10.0;Solanum phureja;En fresco
Boyacá;Tunja;Papa criolla;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2021;A;200.0;200.0;2600.0;13.0;Solanum phureja;En fresco
Boyacá;Tunja;Papa criolla;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2021;B;200.0;200.0;2000.0;10.0;Solanum phureja;En fresco
Boyacá;Tunja;Papa criolla;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2022;A;210.0;203.0;2030.0;10.0;Solanum phureja;En fresco
Boyacá;Tunja;Papa criolla;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2022;B;200.0;58.0;580.0;10.0;Solanum phureja;En fresco
Boyacá;Tunja;Papa criolla;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;A;300.0;270.0;2700.0;10.0;Solanum phureja;En fresco
Boyacá;Tunja;Papa criolla;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;B;300.0;210.0;2100.0;10.0;Solanum phureja;En fresco
Boyacá;Tunja;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2019;A;2600.0;2600.0;52000.0;20.0;Solanum tuberosum;En fresco
Boyacá;Tunja;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2019;B;2000.0;2000.0;40000.0;20.0;Solanum tuberosum;En fresco
Boyacá;Tunja;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2020;A;2800.0;2800.0;56000.0;20.0;Solanum tuberosum;En fresco
Boyacá;Tunja;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2020;B;2000.0;2000.0;40000.0;20.0;Solanum tuberosum;En fresco
Boyacá;Tunja;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2021;A;1500.0;1500.0;30000.0;20.0;Solanum tuberosum;En fresco
Boyacá;Tunja;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2021;B;1500.0;1500.0;30000.0;20.0;Solanum tuberosum;En fresco
Boyacá;Tunja;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2022;A;1900.0;1620.0;32400.0;20.0;Solanum tuberosum;En fresco
Boyacá;Tunja;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2022;B;1500.0;560.0;11200.0;20.0;Solanum tuberosum;En fresco
Boyacá;Tunja;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;A;2800.0;2280.0;45600.0;20.0;Solanum tuberosum;En fresco
Boyacá;Tunja;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;B;1800.0;1980.0;39600.0;20.0;Solanum tuberosum;En fresco
Boyacá;Tunja;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2019;A;300.0;300.0;6000.0;20.0;Daucus carota;En fresco
Boyacá;Tunja;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2019;B;300.0;300.0;6000.0;20.0;Daucus carota;En fresco
Boyacá;Tunja;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2020;A;250.0;250.0;7500.0;30.0;Daucus carota;En fresco
Boyacá;Tunja;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2020;B;180.0;180.0;5400.0;30.0;Daucus carota;En fresco
Boyacá;Tunja;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2021;A;150.0;150.0;4500.0;30.0;Daucus carota;En fresco
Boyacá;Tunja;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2021;B;150.0;150.0;4200.0;28.0;Daucus carota;En fresco
Boyacá;Tunja;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2022;A;190.0;150.0;4500.0;30.0;Daucus carota;En fresco
Boyacá;Tunja;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2022;B;140.0;185.0;5180.0;28.0;Daucus carota;En fresco
Boyacá;Tunja;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2023;A;150.0;137.0;3836.0;28.0;Daucus carota;En fresco
Boyacá;Tunja;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2023;B;300.0;150.0;4200.0;28.0;Daucus carota;En fresco
Boyacá;Almeida;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2019;A;7.0;6.0;30.0;5.0;Arracacia xanthorrhiza;En fresco
Boyacá;Almeida;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2019;B;4.0;3.0;21.0;7.0;Arracacia xanthorrhiza;En fresco
Boyacá;Almeida;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2020;A;3.0;1.5;6.75;4.5;Arracacia xanthorrhiza;En fresco
Boyacá;Almeida;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2020;B;2.0;1.0;4.5;4.5;Arracacia xanthorrhiza;En fresco
Boyacá;Almeida;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2021;A;3.0;1.0;3.0;3.0;Arracacia xanthorrhiza;En fresco
Boyacá;Almeida;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2021;B;2.0;1.0;3.0;3.0;Arracacia xanthorrhiza;En fresco
Boyacá;Almeida;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2022;A;3.0;3.0;10.5;3.5;Arracacia xanthorrhiza;En fresco
Boyacá;Almeida;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2022;B;3.0;2.0;6.0;3.0;Arracacia xanthorrhiza;En fresco
Boyacá;Almeida;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;A;3.0;3.0;9.0;3.0;Arracacia xanthorrhiza;En fresco
Boyacá;Almeida;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2019;A;4.0;3.0;6.6;2.2;Pisum sativum;Grano
Boyacá;Almeida;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2019;B;8.0;8.0;17.6;2.2;Pisum sativum;Grano
Boyacá;Almeida;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2020;A;4.0;3.5;7.7;2.2;Pisum sativum;Grano
Boyacá;Almeida;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2020;B;5.0;5.0;11.0;2.2;Pisum sativum;Grano
Boyacá;Almeida;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2021;A;5.0;5.0;4.67289719626168;0.93;Pisum sativum;Grano
Boyacá;Almeida;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2021;B;6.0;5.0;10.0;2.0;Pisum sativum;Grano
Boyacá;Almeida;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2022;A;5.0;6.0;9.0;1.5;Pisum sativum;Grano
Boyacá;Almeida;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2022;B;5.0;5.0;7.5;1.5;Pisum sativum;Grano
Boyacá;Almeida;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2023;A;5.0;5.0;7.5;1.5;Pisum sativum;Grano
Boyacá;Almeida;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2023;B;5.0;5.0;7.5;1.5;Pisum sativum;Grano
Boyacá;Almeida;Café;Café;Permanente;Cultivos tropicales tradicionales;Cultivos tropicales tradicionales;2019;C;71.0;68.0;83.0;1.22;Coffea arabica;Pergamino o seco de trilla
Boyacá;Almeida;Café;Café;Permanente;Cultivos tropicales tradicionales;Cultivos tropicales tradicionales;2020;C;71.0;70.0;79.0;1.13;Coffea arabica;Pergamino o seco de trilla
Boyacá;Almeida;Café;Café;Permanente;Cultivos tropicales tradicionales;Cultivos tropicales tradicionales;2021;C;70.68;69.8;63.518;0.91;Coffea arabica;Pergamino o seco de trilla
Boyacá;Almeida;Café;Café;Permanente;Cultivos tropicales tradicionales;Cultivos tropicales tradicionales;2022;C;72.67;70.47;81.11;1.15;Coffea arabica;Pergamino o seco de trilla
Boyacá;Almeida;Café;Café;Permanente;Cultivos tropicales tradicionales;Cultivos tropicales tradicionales;2023;C;73.36;69.19;66.85;0.97;Coffea arabica;Pergamino o seco de trilla
Boyacá;Almeida;Calabacín, calabaza;Calabacín, calabaza;Transitorio;Hortalizas;Hortalizas de fruto;2020;B;4.0;4.0;152.0;38.0;Cucurbita pepo;En fresco
Boyacá;Almeida;Calabacín, calabaza;Calabacín, calabaza;Transitorio;Hortalizas;Hortalizas de fruto;2021;B;3.0;3.0;180.0;60.0;Cucurbita pepo;En fresco
Boyacá;Almeida;Calabacín, calabaza;Calabacín, calabaza;Transitorio;Hortalizas;Hortalizas de fruto;2022;B;3.0;3.0;180.0;60.0;Cucurbita pepo;En fresco
Boyacá;Almeida;Calabacín, calabaza;Calabacín, calabaza;Transitorio;Hortalizas;Hortalizas de fruto;2023;B;3.0;3.0;180.0;60.0;Cucurbita pepo;En fresco
Boyacá;Almeida;Caña miel;Caña;Permanente;Cultivos tropicales tradicionales;Cultivos tropicales tradicionales;2019;C;62.0;56.0;3000.0;53.57;Saccharum officinarum;Caña o verde
Boyacá;Almeida;Caña miel;Caña;Permanente;Cultivos tropicales tradicionales;Cultivos tropicales tradicionales;2020;C;60.0;59.0;2960.0;50.17;Saccharum officinarum;Caña o verde
Boyacá;Almeida;Caña miel;Caña;Permanente;Cultivos tropicales tradicionales;Cultivos tropicales tradicionales;2021;C;62.0;61.0;3416.0;56.0;Saccharum officinarum;Caña o verde
Boyacá;Almeida;Caña miel;Caña;Permanente;Cultivos tropicales tradicionales;Cultivos tropicales tradicionales;2022;C;62.0;62.0;15128.0;244.0;Saccharum officinarum;Caña o verde
Boyacá;Almeida;Caña miel;Caña;Permanente;Cultivos tropicales tradicionales;Cultivos tropicales tradicionales;2023;C;62.0;62.0;3472.0;56.0;Saccharum officinarum;Caña o verde
Boyacá;Almeida;Frijol;Frijol;Transitorio;Leguminosas;Leguminosas;2019;B;60.0;60.0;114.0;1.9;Phaseolus vulgaris;Grano seco
Boyacá;Almeida;Frijol;Frijol;Transitorio;Leguminosas;Leguminosas;2020;B;60.0;58.0;110.0;1.9;Phaseolus vulgaris;Grano seco
Boyacá;Almeida;Frijol;Frijol;Transitorio;Leguminosas;Leguminosas;2021;B;65.0;65.0;130.0;2.0;Phaseolus vulgaris;Grano seco
Boyacá;Almeida;Frijol;Frijol;Transitorio;Leguminosas;Leguminosas;2022;B;60.0;60.0;66.0;1.1;Phaseolus vulgaris;Grano seco
Boyacá;Almeida;Frijol;Frijol;Transitorio;Leguminosas;Leguminosas;2023;B;66.0;64.0;80.0;1.25;Phaseolus vulgaris;Grano seco
Boyacá;Almeida;Granadilla;Granadilla;Permanente;Frutales;Pasifloráceas;2019;C;2.0;0.0;0.0;0.0;Passiflora ligularis;En fresco
Boyacá;Almeida;Granadilla;Granadilla;Permanente;Frutales;Pasifloráceas;2020;C;4.0;2.0;38.0;19.0;Passiflora ligularis;En fresco
Boyacá;Almeida;Granadilla;Granadilla;Permanente;Frutales;Pasifloráceas;2021;C;3.0;2.0;38.0;19.0;Passiflora ligularis;En fresco
Boyacá;Almeida;Granadilla;Granadilla;Permanente;Frutales;Pasifloráceas;2022;C;4.0;3.0;27.0;9.0;Passiflora ligularis;En fresco
Boyacá;Almeida;Granadilla;Granadilla;Permanente;Frutales;Pasifloráceas;2023;C;3.5;3.5;31.5;9.0;Passiflora ligularis;En fresco
Boyacá;Almeida;Guatila;Guatila;Transitorio;Hortalizas;Hortalizas de fruto;2019;A;1.0;1.0;20.0;20.0;Sechium edule;En fresco
Boyacá;Almeida;Guatila;Guatila;Transitorio;Hortalizas;Hortalizas de fruto;2020;A;1.0;1.0;15.0;15.0;Sechium edule;En fresco
Boyacá;Almeida;Guatila;Guatila;Transitorio;Hortalizas;Hortalizas de fruto;2020;B;1.0;0.5;7.5;15.0;Sechium edule;En fresco
Boyacá;Almeida;Guatila;Guatila;Transitorio;Hortalizas;Hortalizas de fruto;2021;A;1.0;1.0;13.0;13.0;Sechium edule;En fresco
Boyacá;Almeida;Guatila;Guatila;Transitorio;Hortalizas;Hortalizas de fruto;2021;B;1.0;1.0;5.0;5.0;Sechium edule;En fresco
Boyacá;Almeida;Lulo;Lulo;Permanente;Frutales;Solanáceas;2019;C;16.0;8.0;180.0;22.5;Solanum quitoense;En fresco
Boyacá;Almeida;Lulo;Lulo;Permanente;Frutales;Solanáceas;2020;C;8.0;6.0;150.0;25.0;Solanum quitoense;En fresco
Boyacá;Almeida;Lulo;Lulo;Permanente;Frutales;Solanáceas;2021;C;7.0;6.0;144.0;24.0;Solanum quitoense;En fresco
Boyacá;Almeida;Lulo;Lulo;Permanente;Frutales;Solanáceas;2022;C;7.0;7.0;168.0;24.0;Solanum quitoense;En fresco
Boyacá;Almeida;Lulo;Lulo;Permanente;Frutales;Solanáceas;2023;C;5.5;5.5;99.0;18.0;Solanum quitoense;En fresco
Boyacá;Almeida;Maíz amarillo tradicional;Maíz;Transitorio;Cereales;Cereales;2021;A;52.0;52.0;104.0;2.0;Zea mays;Grano seco
Boyacá;Almeida;Maíz amarillo tradicional;Maíz;Transitorio;Cereales;Cereales;2022;A;50.0;0.0;0.0;0.0;Zea mays;Grano seco
Boyacá;Almeida;Maíz amarillo tradicional;Maíz;Transitorio;Cereales;Cereales;2022;B;0.0;49.0;88.2;1.8;Zea mays;Grano seco
Boyacá;Almeida;Maíz amarillo tradicional;Maíz;Transitorio;Cereales;Cereales;2023;A;50.0;0.0;0.0;0.0;Zea mays;Grano seco
Boyacá;Almeida;Maíz amarillo tradicional;Maíz;Transitorio;Cereales;Cereales;2023;B;0.0;50.0;90.0;1.8;Zea mays;Grano seco
Boyacá;Almeida;Maíz tradicional;Maíz;Transitorio;Cereales;Cereales;2019;A;60.0;58.0;87.0;1.5;Zea mays;En fresco
Boyacá;Almeida;Maíz tradicional;Maíz;Transitorio;Cereales;Cereales;2020;A;58.0;57.0;98.6;1.73;Zea mays;En fresco
Boyacá;Almeida;Papa criolla;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2019;A;2.0;2.0;8.0;4.0;Solanum phureja;En fresco
Boyacá;Almeida;Papa criolla;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2020;A;2.0;2.0;7.0;3.5;Solanum phureja;En fresco
Boyacá;Almeida;Papa criolla;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2021;A;2.0;2.0;10.0;5.0;Solanum phureja;En fresco
Boyacá;Almeida;Papa criolla;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2022;A;2.0;2.0;12.0;6.0;Solanum phureja;En fresco
Boyacá;Almeida;Papa criolla;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;A;2.0;2.0;10.8;5.4;Solanum phureja;En fresco
Boyacá;Almeida;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2019;A;5.0;5.0;35.0;7.0;Solanum tuberosum;En fresco
Boyacá;Almeida;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2020;A;4.0;4.0;28.0;7.0;Solanum tuberosum;En fresco
Boyacá;Almeida;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2021;A;5.0;5.0;45.0;9.0;Solanum tuberosum;En fresco
Boyacá;Almeida;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2022;A;5.0;0.0;0.0;0.0;Solanum tuberosum;En fresco
Boyacá;Almeida;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2022;B;0.0;4.5;40.5;9.0;Solanum tuberosum;En fresco
Boyacá;Almeida;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;A;5.0;0.0;0.0;0.0;Solanum tuberosum;En fresco
Boyacá;Almeida;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;B;9.0;5.0;45.0;9.0;Solanum tuberosum;En fresco
Boyacá;Almeida;Pepino guiso;Pepino Guiso;Transitorio;Hortalizas;Hortalizas de fruto;2019;B;5.0;5.0;70.0;14.0;Cyclanthera pedata;En fresco
Boyacá;Almeida;Pepino guiso;Pepino Guiso;Transitorio;Hortalizas;Hortalizas de fruto;2020;B;5.0;5.0;7.5;1.5;Cyclanthera pedata;En fresco
Boyacá;Almeida;Pepino guiso;Pepino Guiso;Transitorio;Hortalizas;Hortalizas de fruto;2021;B;6.0;6.0;84.0;14.0;Cyclanthera pedata;En fresco
Boyacá;Almeida;Pepino guiso;Pepino Guiso;Transitorio;Hortalizas;Hortalizas de fruto;2022;B;3.0;3.0;42.0;14.0;Cyclanthera pedata;En fresco
Boyacá;Almeida;Pepino guiso;Pepino Guiso;Transitorio;Hortalizas;Hortalizas de fruto;2023;B;2.5;2.5;35.0;14.0;Cyclanthera pedata;En fresco
Boyacá;Almeida;Tomate invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2019;A;2.0;2.0;136.0;68.0;Lycopersicon esculentum;En fresco
Boyacá;Almeida;Tomate invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2019;B;3.0;3.0;210.0;70.0;Lycopersicon esculentum;En fresco
