codDaneDpto;Dpto;codDaneMunicipio;Municipio;desagregacionCultivo;Cultivo;cicloDelCultivo;grupoCultivo;Subgrupo;Anio;Periodo;areaSembradaHa;areaCosechadaHa;produccionTon;rendimientoTonHa;nombreCientificoCultivo;codCultivo;estadoFisicoCultivo
15;Boyacá;15187;Chivatá;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2020;B;1.5;1.5;0.75;0.5;No aplica;1059900;En fresco
15;Boyacá;15187;Chivatá;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2021;A;1.0;1.0;1.5;1.5;No aplica;1059900;En fresco
15;Boyacá;15187;Chivatá;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2021;B;1.0;1.0;1.5;1.5;No aplica;1059900;En fresco
15;Boyacá;15187;Chivatá;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2022;A;2.0;2.0;6.0;3.0;No aplica;1059900;En fresco
15;Boyacá;15187;Chivatá;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2022;B;1.0;1.0;3.0;3.0;No aplica;1059900;En fresco
15;Boyacá;15187;Chivatá;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2023;A;1.5;1.5;4.2;2.8;No aplica;1059900;En fresco
15;Boyacá;15187;Chivatá;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2023;B;0.5;0.5;1.5;3.0;No aplica;1059900;En fresco
15;Boyacá;15187;Chivatá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2019;A;60.0;60.0;1500.0;25.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15187;Chivatá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2019;B;50.0;50.0;900.0;18.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15187;Chivatá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2020;A;150.0;150.0;3750.0;25.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15187;Chivatá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2020;B;95.0;70.0;1750.0;25.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15187;Chivatá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2021;A;80.0;80.0;2400.0;30.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15187;Chivatá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2021;B;15.0;15.0;450.0;30.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15187;Chivatá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2022;A;75.0;14.0;350.0;25.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15187;Chivatá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2022;B;10.0;70.0;1610.0;23.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15187;Chivatá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;A;120.0;9.0;234.0;26.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15187;Chivatá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;B;15.0;115.0;2990.0;26.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15187;Chivatá;Quinua;Quinua;Transitorio;Cereales;Cereales;2019;A;4.0;4.0;5.2;1.3;Chenopodium quinoa;1010600;En fresco
15;Boyacá;15187;Chivatá;Quinua;Quinua;Transitorio;Cereales;Cereales;2019;B;5.0;5.0;4.5;0.9;Chenopodium quinoa;1010600;En fresco
15;Boyacá;15187;Chivatá;Quinua;Quinua;Transitorio;Cereales;Cereales;2020;A;8.0;8.0;8.0;1.0;Chenopodium quinoa;1010600;En fresco
15;Boyacá;15187;Chivatá;Quinua;Quinua;Transitorio;Cereales;Cereales;2020;B;5.0;1.0;1.5;1.5;Chenopodium quinoa;1010600;En fresco
15;Boyacá;15187;Chivatá;Quinua;Quinua;Transitorio;Cereales;Cereales;2021;A;5.0;5.0;10.0;2.0;Chenopodium quinoa;1010600;En fresco
15;Boyacá;15187;Chivatá;Quinua;Quinua;Transitorio;Cereales;Cereales;2021;B;6.0;6.0;15.0;2.5;Chenopodium quinoa;1010600;En fresco
15;Boyacá;15187;Chivatá;Quinua;Quinua;Transitorio;Cereales;Cereales;2022;A;6.0;6.0;18.0;3.0;Chenopodium quinoa;1010600;En fresco
15;Boyacá;15187;Chivatá;Quinua;Quinua;Transitorio;Cereales;Cereales;2022;B;1.0;1.0;3.0;3.0;Chenopodium quinoa;1010600;En fresco
15;Boyacá;15187;Chivatá;Quinua;Quinua;Transitorio;Cereales;Cereales;2023;A;15.0;12.0;36.0;3.0;Chenopodium quinoa;1010600;En fresco
15;Boyacá;15187;Chivatá;Quinua;Quinua;Transitorio;Cereales;Cereales;2023;B;3.0;3.0;9.0;3.0;Chenopodium quinoa;1010600;En fresco
15;Boyacá;15187;Chivatá;Trigo;Trigo;Transitorio;Cereales;Cereales;2019;A;10.0;10.0;16.0;1.6;Triticum aestivum;1010800;En fresco
15;Boyacá;15187;Chivatá;Trigo;Trigo;Transitorio;Cereales;Cereales;2020;A;30.0;30.0;48.0;1.6;Triticum aestivum;1010800;En fresco
15;Boyacá;15187;Chivatá;Trigo;Trigo;Transitorio;Cereales;Cereales;2021;A;35.0;35.0;70.0;2.0;Triticum aestivum;1010800;En fresco
15;Boyacá;15187;Chivatá;Trigo;Trigo;Transitorio;Cereales;Cereales;2022;A;45.0;0.0;0.0;0.0;Triticum aestivum;1010800;En fresco
15;Boyacá;15187;Chivatá;Trigo;Trigo;Transitorio;Cereales;Cereales;2022;B;0.0;43.0;86.0;2.0;Triticum aestivum;1010800;En fresco
15;Boyacá;15187;Chivatá;Trigo;Trigo;Transitorio;Cereales;Cereales;2023;A;25.0;0.0;0.0;0.0;Triticum aestivum;1010800;En fresco
15;Boyacá;15187;Chivatá;Trigo;Trigo;Transitorio;Cereales;Cereales;2023;B;2.0;25.0;62.5;2.5;Triticum aestivum;1010800;En fresco
15;Boyacá;15189;Ciénega;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2019;A;30.0;30.0;625.0;20.83;Arracacia xanthorrhiza;1080200;En fresco
15;Boyacá;15189;Ciénega;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2019;B;30.0;30.0;630.0;21.0;Arracacia xanthorrhiza;1080200;En fresco
15;Boyacá;15189;Ciénega;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2020;A;30.0;30.0;630.9;21.03;Arracacia xanthorrhiza;1080200;En fresco
15;Boyacá;15189;Ciénega;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2020;B;30.0;30.0;630.0;21.0;Arracacia xanthorrhiza;1080200;En fresco
15;Boyacá;15189;Ciénega;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2021;A;30.0;30.0;630.0;21.0;Arracacia xanthorrhiza;1080200;En fresco
15;Boyacá;15189;Ciénega;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2021;B;30.0;30.0;600.0;20.0;Arracacia xanthorrhiza;1080200;En fresco
15;Boyacá;15189;Ciénega;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2022;A;25.0;30.0;600.0;20.0;Arracacia xanthorrhiza;1080200;En fresco
15;Boyacá;15189;Ciénega;Arracacha;Arracacha;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;A;25.0;25.0;500.0;20.0;Arracacia xanthorrhiza;1080200;En fresco
15;Boyacá;15189;Ciénega;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2019;A;180.0;180.0;281.775700934579;1.57;Pisum sativum;1060100;Grano
15;Boyacá;15189;Ciénega;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2019;B;180.0;180.0;162.0;0.9;Pisum sativum;1060100;Grano
15;Boyacá;15189;Ciénega;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2020;A;185.0;185.0;302.570093457944;1.64;Pisum sativum;1060100;Grano
15;Boyacá;15189;Ciénega;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2020;B;190.0;190.0;159.81308411215;0.84;Pisum sativum;1060100;Grano
15;Boyacá;15189;Ciénega;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2021;A;158.0;158.0;302.57;1.92;Pisum sativum;1060100;Grano
15;Boyacá;15189;Ciénega;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2021;B;190.0;190.0;170.0;0.89;Pisum sativum;1060100;Grano
15;Boyacá;15189;Ciénega;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2022;A;180.0;180.0;168.224299065421;0.93;Pisum sativum;1060100;Grano
15;Boyacá;15189;Ciénega;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2022;B;190.0;190.0;221.96261682243;1.17;Pisum sativum;1060100;Grano
15;Boyacá;15189;Ciénega;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2023;A;80.0;80.0;74.7663551401869;0.93;Pisum sativum;1060100;Grano
15;Boyacá;15189;Ciénega;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2023;B;100.0;95.0;88.785046728972;0.93;Pisum sativum;1060100;Grano
15;Boyacá;15189;Ciénega;Feijoa;Feijoa;Permanente;Frutales;Mirtáceas;2019;C;35.0;20.0;280.0;14.0;Feijoa sellowiana;2042500;En fresco
15;Boyacá;15189;Ciénega;Feijoa;Feijoa;Permanente;Frutales;Mirtáceas;2020;C;35.0;35.0;491.0;14.03;Feijoa sellowiana;2042500;En fresco
15;Boyacá;15189;Ciénega;Feijoa;Feijoa;Permanente;Frutales;Mirtáceas;2021;C;35.0;35.0;525.0;15.0;Feijoa sellowiana;2042500;En fresco
15;Boyacá;15189;Ciénega;Feijoa;Feijoa;Permanente;Frutales;Mirtáceas;2022;C;35.0;35.0;420.0;12.0;Feijoa sellowiana;2042500;En fresco
15;Boyacá;15189;Ciénega;Feijoa;Feijoa;Permanente;Frutales;Mirtáceas;2023;C;20.0;20.0;200.0;10.0;Feijoa sellowiana;2042500;En fresco
15;Boyacá;15189;Ciénega;Frijol;Frijol;Transitorio;Leguminosas;Leguminosas;2019;A;25.0;25.0;31.25;1.25;Phaseolus vulgaris;1060200;Grano seco
15;Boyacá;15189;Ciénega;Frijol;Frijol;Transitorio;Leguminosas;Leguminosas;2019;B;33.0;33.0;27.06;0.82;Phaseolus vulgaris;1060200;Grano seco
15;Boyacá;15189;Ciénega;Frijol;Frijol;Transitorio;Leguminosas;Leguminosas;2020;A;20.0;20.0;50.3496503496504;2.52;Phaseolus vulgaris;1060200;Grano seco
15;Boyacá;15189;Ciénega;Frijol;Frijol;Transitorio;Leguminosas;Leguminosas;2020;B;25.0;25.0;25.0;1.0;Phaseolus vulgaris;1060200;Grano seco
15;Boyacá;15189;Ciénega;Frijol;Frijol;Transitorio;Leguminosas;Leguminosas;2021;A;20.0;20.0;69.9300699300699;3.5;Phaseolus vulgaris;1060200;Grano seco
15;Boyacá;15189;Ciénega;Frijol;Frijol;Transitorio;Leguminosas;Leguminosas;2021;B;25.0;25.0;20.979020979021;0.84;Phaseolus vulgaris;1060200;Grano seco
15;Boyacá;15189;Ciénega;Frijol;Frijol;Transitorio;Leguminosas;Leguminosas;2022;A;25.0;25.0;52.4475524475525;2.1;Phaseolus vulgaris;1060200;Grano seco
15;Boyacá;15189;Ciénega;Frijol;Frijol;Transitorio;Leguminosas;Leguminosas;2022;B;26.0;26.0;72.7272727272727;2.8;Phaseolus vulgaris;1060200;Grano seco
15;Boyacá;15189;Ciénega;Frijol;Frijol;Transitorio;Leguminosas;Leguminosas;2023;A;20.0;20.0;41.958041958042;2.1;Phaseolus vulgaris;1060200;Grano seco
15;Boyacá;15189;Ciénega;Frijol;Frijol;Transitorio;Leguminosas;Leguminosas;2023;B;20.0;20.0;41.958041958042;2.1;Phaseolus vulgaris;1060200;Grano seco
15;Boyacá;15189;Ciénega;Lulo;Lulo;Permanente;Frutales;Solanáceas;2019;C;55.0;55.0;825.0;15.0;Solanum quitoense;2043700;En fresco
15;Boyacá;15189;Ciénega;Lulo;Lulo;Permanente;Frutales;Solanáceas;2020;C;56.0;55.0;825.0;15.0;Solanum quitoense;2043700;En fresco
15;Boyacá;15189;Ciénega;Lulo;Lulo;Permanente;Frutales;Solanáceas;2021;C;56.0;56.0;1008.0;18.0;Solanum quitoense;2043700;En fresco
15;Boyacá;15189;Ciénega;Lulo;Lulo;Permanente;Frutales;Solanáceas;2022;C;56.0;56.0;1008.0;18.0;Solanum quitoense;2043700;En fresco
15;Boyacá;15189;Ciénega;Lulo;Lulo;Permanente;Frutales;Solanáceas;2023;C;51.0;51.0;765.0;15.0;Solanum quitoense;2043700;En fresco
15;Boyacá;15189;Ciénega;Mora;Mora;Permanente;Frutales;Demás frutales;2019;C;56.0;56.0;392.0;7.0;Rubus glaucus Benth.;2044700;En fresco
15;Boyacá;15189;Ciénega;Mora;Mora;Permanente;Frutales;Demás frutales;2020;C;56.0;45.0;315.0;7.0;Rubus glaucus Benth.;2044700;En fresco
15;Boyacá;15189;Ciénega;Mora;Mora;Permanente;Frutales;Demás frutales;2021;C;56.0;56.0;504.0;9.0;Rubus glaucus Benth.;2044700;En fresco
15;Boyacá;15189;Ciénega;Mora;Mora;Permanente;Frutales;Demás frutales;2022;C;56.0;56.0;448.0;8.0;Rubus glaucus Benth.;2044700;En fresco
15;Boyacá;15189;Ciénega;Mora;Mora;Permanente;Frutales;Demás frutales;2023;C;55.0;55.0;495.0;9.0;Rubus glaucus Benth.;2044700;En fresco
15;Boyacá;15189;Ciénega;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2019;A;264.0;264.0;3226.0;12.22;Solanum tuberosum;1080701;En fresco
15;Boyacá;15189;Ciénega;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2019;B;245.0;245.0;3062.5;12.5;Solanum tuberosum;1080701;En fresco
15;Boyacá;15189;Ciénega;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2020;A;260.0;260.0;2860.0;11.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15189;Ciénega;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2020;B;260.0;260.0;3120.0;12.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15189;Ciénega;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2021;A;260.0;260.0;2800.0;10.77;Solanum tuberosum;1080701;En fresco
15;Boyacá;15189;Ciénega;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2021;B;260.0;260.0;3120.0;12.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15189;Ciénega;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2022;A;300.0;260.0;5200.0;20.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15189;Ciénega;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2022;B;280.0;300.0;5400.0;18.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15189;Ciénega;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;A;250.0;280.0;5600.0;20.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15189;Ciénega;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;B;200.0;240.0;4320.0;18.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15189;Ciénega;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2019;A;0.75;0.75;9.0;12.0;Lycopersicon esculentum;1052901;En fresco
15;Boyacá;15189;Ciénega;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2019;B;0.75;0.75;9.0;12.0;Lycopersicon esculentum;1052901;En fresco
15;Boyacá;15189;Ciénega;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2020;A;0.75;0.75;9.0;12.0;Lycopersicon esculentum;1052901;En fresco
15;Boyacá;15189;Ciénega;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2020;B;0.75;0.75;9.0;12.0;Lycopersicon esculentum;1052901;En fresco
15;Boyacá;15189;Ciénega;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2021;A;0.75;0.75;9.0;12.0;Lycopersicon esculentum;1052901;En fresco
15;Boyacá;15189;Ciénega;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2021;B;0.75;0.75;9.0;12.0;Lycopersicon esculentum;1052901;En fresco
15;Boyacá;15189;Ciénega;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2019;C;122.0;122.0;1464.0;12.0;Solanum betaceum;2046300;En fresco
15;Boyacá;15189;Ciénega;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2020;C;122.0;122.0;1459.0;11.96;Solanum betaceum;2046300;En fresco
15;Boyacá;15189;Ciénega;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2021;C;122.0;122.0;1708.0;14.0;Solanum betaceum;2046300;En fresco
15;Boyacá;15189;Ciénega;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2022;C;122.0;122.0;1586.0;13.0;Solanum betaceum;2046300;En fresco
15;Boyacá;15189;Ciénega;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2023;C;82.0;82.0;1066.0;13.0;Solanum betaceum;2046300;En fresco
15;Boyacá;15189;Ciénega;Tomate invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2022;A;0.75;0.75;7.5;10.0;Lycopersicon esculentum;1052902;En fresco
15;Boyacá;15189;Ciénega;Tomate invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2022;B;0.75;0.75;22.5;30.0;Lycopersicon esculentum;1052902;En fresco
15;Boyacá;15189;Ciénega;Tomate invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2023;A;0.75;0.75;22.5;30.0;Lycopersicon esculentum;1052902;En fresco
15;Boyacá;15189;Ciénega;Tomate invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2023;B;0.75;0.75;22.5;30.0;Lycopersicon esculentum;1052902;En fresco
15;Boyacá;15189;Ciénega;Uchuva;Uchuva;Permanente;Frutales;Solanáceas;2019;C;113.0;80.0;1600.0;20.0;Physalis peruviana;2046500;En fresco
15;Boyacá;15189;Ciénega;Uchuva;Uchuva;Permanente;Frutales;Solanáceas;2020;C;113.0;113.0;2261.13;20.01;Physalis peruviana;2046500;En fresco
15;Boyacá;15189;Ciénega;Uchuva;Uchuva;Permanente;Frutales;Solanáceas;2021;C;113.0;113.0;2260.0;20.0;Physalis peruviana;2046500;En fresco
15;Boyacá;15189;Ciénega;Uchuva;Uchuva;Permanente;Frutales;Solanáceas;2022;C;113.0;113.0;2034.0;18.0;Physalis peruviana;2046500;En fresco
15;Boyacá;15189;Ciénega;Uchuva;Uchuva;Permanente;Frutales;Solanáceas;2023;C;70.0;70.0;910.0;13.0;Physalis peruviana;2046500;En fresco
15;Boyacá;15204;Cómbita;Arándano;Arándano;Permanente;Frutales;Demás frutales;2021;C;9.0;0.0;0.0;0.0;Vaccinium corymbosum;2040400;En fresco
15;Boyacá;15204;Cómbita;Arándano;Arándano;Permanente;Frutales;Demás frutales;2022;C;12.0;9.0;40.5;4.5;Vaccinium corymbosum;2040400;En fresco
15;Boyacá;15204;Cómbita;Arándano;Arándano;Permanente;Frutales;Demás frutales;2023;C;13.0;12.0;60.0;5.0;Vaccinium corymbosum;2040400;En fresco
15;Boyacá;15204;Cómbita;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2019;A;30.0;30.0;42.0;1.4;Pisum sativum;1060100;Grano
15;Boyacá;15204;Cómbita;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2019;B;27.0;27.0;40.5;1.5;Pisum sativum;1060100;Grano
15;Boyacá;15204;Cómbita;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2020;A;35.0;35.0;49.0;1.4;Pisum sativum;1060100;Grano
15;Boyacá;15204;Cómbita;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2020;B;32.0;32.0;48.0;1.5;Pisum sativum;1060100;Grano
15;Boyacá;15204;Cómbita;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2021;A;30.0;30.0;49.0654205607477;1.64;Pisum sativum;1060100;Grano
15;Boyacá;15204;Cómbita;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2021;B;40.0;40.0;46.7289719626168;1.17;Pisum sativum;1060100;Grano
15;Boyacá;15204;Cómbita;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2022;A;37.0;40.0;48.0;1.2;Pisum sativum;1060100;Grano
15;Boyacá;15204;Cómbita;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2022;B;46.0;37.0;44.4;1.2;Pisum sativum;1060100;Grano
15;Boyacá;15204;Cómbita;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2023;A;34.0;46.0;85.981308411215;1.87;Pisum sativum;1060100;Grano
15;Boyacá;15204;Cómbita;Arveja;Arveja;Transitorio;Leguminosas;Leguminosas;2023;B;36.0;34.0;63.5514018691589;1.87;Pisum sativum;1060100;Grano
15;Boyacá;15204;Cómbita;Avena;Avena;Transitorio;Cereales;Cereales;2019;A;25.0;25.0;37.0;1.48;Avena sativa;1010200;En fresco
15;Boyacá;15204;Cómbita;Avena;Avena;Transitorio;Cereales;Cereales;2019;B;20.0;20.0;46.0;2.3;Avena sativa;1010200;En fresco
15;Boyacá;15204;Cómbita;Avena;Avena;Transitorio;Cereales;Cereales;2020;A;25.0;25.0;40.0;1.6;Avena sativa;1010200;En fresco
15;Boyacá;15204;Cómbita;Avena;Avena;Transitorio;Cereales;Cereales;2020;B;22.0;22.0;50.6;2.3;Avena sativa;1010200;En fresco
15;Boyacá;15204;Cómbita;Avena;Avena;Transitorio;Cereales;Cereales;2021;A;25.0;25.0;175.0;7.0;Avena sativa;1010200;En fresco
15;Boyacá;15204;Cómbita;Avena;Avena;Transitorio;Cereales;Cereales;2021;B;20.0;20.0;140.0;7.0;Avena sativa;1010200;En fresco
15;Boyacá;15204;Cómbita;Avena;Avena;Transitorio;Cereales;Cereales;2022;A;30.0;20.0;140.0;7.0;Avena sativa;1010200;En fresco
15;Boyacá;15204;Cómbita;Avena;Avena;Transitorio;Cereales;Cereales;2022;B;25.0;30.0;210.0;7.0;Avena sativa;1010200;En fresco
15;Boyacá;15204;Cómbita;Avena;Avena;Transitorio;Cereales;Cereales;2023;A;29.0;25.0;175.0;7.0;Avena sativa;1010200;En fresco
15;Boyacá;15204;Cómbita;Avena;Avena;Transitorio;Cereales;Cereales;2023;B;0.0;29.0;203.0;7.0;Avena sativa;1010200;En fresco
15;Boyacá;15204;Cómbita;Cebada;Cebada;Transitorio;Cereales;Cereales;2019;A;12.0;12.0;24.0;2.0;Hordeum vulgare;1010300;En fresco
15;Boyacá;15204;Cómbita;Cebada;Cebada;Transitorio;Cereales;Cereales;2019;B;10.0;10.0;25.0;2.5;Hordeum vulgare;1010300;En fresco
15;Boyacá;15204;Cómbita;Cebada;Cebada;Transitorio;Cereales;Cereales;2020;A;12.0;12.0;24.0;2.0;Hordeum vulgare;1010300;En fresco
15;Boyacá;15204;Cómbita;Cebada;Cebada;Transitorio;Cereales;Cereales;2020;B;10.0;10.0;25.0;2.5;Hordeum vulgare;1010300;En fresco
15;Boyacá;15204;Cómbita;Cebada;Cebada;Transitorio;Cereales;Cereales;2021;A;15.0;15.0;40.5;2.7;Hordeum vulgare;1010300;En fresco
15;Boyacá;15204;Cómbita;Cebada;Cebada;Transitorio;Cereales;Cereales;2021;B;12.0;12.0;32.4;2.7;Hordeum vulgare;1010300;En fresco
15;Boyacá;15204;Cómbita;Cebada;Cebada;Transitorio;Cereales;Cereales;2022;A;18.0;12.0;36.0;3.0;Hordeum vulgare;1010300;En fresco
15;Boyacá;15204;Cómbita;Cebada;Cebada;Transitorio;Cereales;Cereales;2022;B;15.0;18.0;54.0;3.0;Hordeum vulgare;1010300;En fresco
15;Boyacá;15204;Cómbita;Cebada;Cebada;Transitorio;Cereales;Cereales;2023;A;16.0;15.0;45.0;3.0;Hordeum vulgare;1010300;En fresco
15;Boyacá;15204;Cómbita;Cebada;Cebada;Transitorio;Cereales;Cereales;2023;B;0.0;16.0;48.0;3.0;Hordeum vulgare;1010300;En fresco
15;Boyacá;15204;Cómbita;Ciruela;Ciruela;Permanente;Frutales;Caducifolios;2019;C;32.0;0.0;0.0;0.0;Prunus domestica;2041800;En fresco
15;Boyacá;15204;Cómbita;Ciruela;Ciruela;Permanente;Frutales;Caducifolios;2020;C;62.0;32.0;288.0;9.0;Prunus domestica;2041800;En fresco
15;Boyacá;15204;Cómbita;Ciruela;Ciruela;Permanente;Frutales;Caducifolios;2021;C;62.0;62.0;558.0;9.0;Prunus domestica;2041800;En fresco
15;Boyacá;15204;Cómbita;Ciruela;Ciruela;Permanente;Frutales;Caducifolios;2022;C;62.0;62.0;558.0;9.0;Prunus domestica;2041800;En fresco
15;Boyacá;15204;Cómbita;Ciruela;Ciruela;Permanente;Frutales;Caducifolios;2023;C;57.0;57.0;570.0;10.0;Prunus domestica;2041800;En fresco
15;Boyacá;15204;Cómbita;Curuba;Curuba;Permanente;Frutales;Pasifloráceas;2019;C;20.0;0.0;0.0;0.0;Passiflora mollissima;2042200;En fresco
15;Boyacá;15204;Cómbita;Curuba;Curuba;Permanente;Frutales;Pasifloráceas;2020;C;40.0;20.0;160.0;8.0;Passiflora mollissima;2042200;En fresco
15;Boyacá;15204;Cómbita;Curuba;Curuba;Permanente;Frutales;Pasifloráceas;2021;C;40.0;40.0;320.0;8.0;Passiflora mollissima;2042200;En fresco
15;Boyacá;15204;Cómbita;Curuba;Curuba;Permanente;Frutales;Pasifloráceas;2022;C;44.0;40.0;320.0;8.0;Passiflora mollissima;2042200;En fresco
15;Boyacá;15204;Cómbita;Curuba;Curuba;Permanente;Frutales;Pasifloráceas;2023;C;39.0;39.0;312.0;8.0;Passiflora mollissima;2042200;En fresco
15;Boyacá;15204;Cómbita;Durazno o albaricoque;Durazno o albaricoque;Permanente;Frutales;Caducifolios;2019;C;63.0;63.0;1364.0;21.65;Prunus persica L.;2042400;En fresco
15;Boyacá;15204;Cómbita;Durazno o albaricoque;Durazno o albaricoque;Permanente;Frutales;Caducifolios;2020;C;123.0;63.0;1260.0;20.0;Prunus persica L.;2042400;En fresco
15;Boyacá;15204;Cómbita;Durazno o albaricoque;Durazno o albaricoque;Permanente;Frutales;Caducifolios;2021;C;123.0;123.0;2460.0;20.0;Prunus persica L.;2042400;En fresco
15;Boyacá;15204;Cómbita;Durazno o albaricoque;Durazno o albaricoque;Permanente;Frutales;Caducifolios;2022;C;130.0;123.0;2460.0;20.0;Prunus persica L.;2042400;En fresco
15;Boyacá;15204;Cómbita;Durazno o albaricoque;Durazno o albaricoque;Permanente;Frutales;Caducifolios;2023;C;125.0;118.0;2360.0;20.0;Prunus persica L.;2042400;En fresco
