codDaneDpto;Dpto;codDaneMunicipio;Municipio;desagregacionCultivo;Cultivo;cicloDelCultivo;grupoCultivo;Subgrupo;Anio;Periodo;areaSembradaHa;areaCosechadaHa;produccionTon;rendimientoTonHa;nombreCientificoCultivo;codCultivo;estadoFisicoCultivo
15;Boyacá;15632;Saboyá;Papa criolla;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2022;B;690.0;410.0;3690.0;9.0;Solanum phureja;1080702;En fresco
15;Boyacá;15632;Saboyá;Papa criolla;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;A;510.0;650.0;5850.0;9.0;Solanum phureja;1080702;En fresco
15;Boyacá;15632;Saboyá;Papa criolla;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;B;450.0;480.0;4320.0;9.0;Solanum phureja;1080702;En fresco
15;Boyacá;15632;Saboyá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2019;A;2400.0;2350.0;47000.0;20.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15632;Saboyá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2019;B;2500.0;2450.0;49000.0;20.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15632;Saboyá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2020;A;2400.0;2100.0;42000.0;20.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15632;Saboyá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2020;B;2500.0;2500.0;50000.0;20.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15632;Saboyá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2021;A;2100.0;2050.0;38950.0;19.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15632;Saboyá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2021;B;2550.0;2450.0;44100.0;18.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15632;Saboyá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2022;A;2500.0;2400.0;43200.0;18.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15632;Saboyá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2022;B;2000.0;2400.0;48000.0;20.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15632;Saboyá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;A;2700.0;1900.0;38000.0;20.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15632;Saboyá;Papa todas las variedades;Papa;Transitorio;Raíces y tubérculos;Raíces y tubérculos;2023;B;1900.0;2600.0;52000.0;20.0;Solanum tuberosum;1080701;En fresco
15;Boyacá;15632;Saboyá;Remolacha;Remolacha;Transitorio;Hortalizas;Hortalizas de raíz;2022;B;2.0;2.0;80.0;40.0;Beta vulgaris;1052700;En fresco
15;Boyacá;15632;Saboyá;Remolacha;Remolacha;Transitorio;Hortalizas;Hortalizas de raíz;2023;B;2.0;2.0;76.0;38.0;Beta vulgaris;1052700;En fresco
15;Boyacá;15632;Saboyá;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2019;C;131.0;120.0;2160.0;18.0;Solanum betaceum;2046300;En fresco
15;Boyacá;15632;Saboyá;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2020;C;131.0;120.0;1800.0;15.0;Solanum betaceum;2046300;En fresco
15;Boyacá;15632;Saboyá;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2021;C;161.0;111.0;1665.0;15.0;Solanum betaceum;2046300;En fresco
15;Boyacá;15632;Saboyá;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2022;C;191.0;156.0;2340.0;15.0;Solanum betaceum;2046300;En fresco
15;Boyacá;15632;Saboyá;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2023;C;198.0;146.0;1898.0;13.0;Solanum betaceum;2046300;En fresco
15;Boyacá;15638;Sáchica;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2019;A;90.0;84.0;1680.0;20.0;Allium cepa;1051100;En fresco
15;Boyacá;15638;Sáchica;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2019;B;80.0;72.0;1440.0;20.0;Allium cepa;1051100;En fresco
15;Boyacá;15638;Sáchica;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2020;A;80.0;75.0;1500.0;20.0;Allium cepa;1051100;En fresco
15;Boyacá;15638;Sáchica;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2020;B;70.0;64.0;1600.0;25.0;Allium cepa;1051100;En fresco
15;Boyacá;15638;Sáchica;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2021;A;83.0;80.0;1360.0;17.0;Allium cepa;1051100;En fresco
15;Boyacá;15638;Sáchica;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2021;B;70.0;70.0;2100.0;30.0;Allium cepa;1051100;En fresco
15;Boyacá;15638;Sáchica;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2022;A;81.0;80.0;2400.0;30.0;Allium cepa;1051100;En fresco
15;Boyacá;15638;Sáchica;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2022;B;80.0;72.0;1224.0;17.0;Allium cepa;1051100;En fresco
15;Boyacá;15638;Sáchica;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2023;A;70.0;77.0;2310.0;30.0;Allium cepa;1051100;En fresco
15;Boyacá;15638;Sáchica;Cebolla de bulbo;Cebolla de bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2023;B;70.0;65.0;975.0;15.0;Allium cepa;1051100;En fresco
15;Boyacá;15638;Sáchica;Tomate invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2019;A;85.0;85.0;7650.0;90.0;Lycopersicon esculentum;1052902;En fresco
15;Boyacá;15638;Sáchica;Tomate invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2019;B;50.0;50.0;4400.0;88.0;Lycopersicon esculentum;1052902;En fresco
15;Boyacá;15638;Sáchica;Tomate invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2020;A;83.0;82.0;7380.0;90.0;Lycopersicon esculentum;1052902;En fresco
15;Boyacá;15638;Sáchica;Tomate invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2020;B;52.0;51.0;4284.0;84.0;Lycopersicon esculentum;1052902;En fresco
15;Boyacá;15638;Sáchica;Tomate invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2021;A;86.0;85.0;7225.0;85.0;Lycopersicon esculentum;1052902;En fresco
15;Boyacá;15638;Sáchica;Tomate invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2021;B;55.0;55.0;4400.0;80.0;Lycopersicon esculentum;1052902;En fresco
15;Boyacá;15638;Sáchica;Tomate invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de fruto;2022;A;87.0;87.0;7134.0;82.0;Lycopersicon esculentum;1052902;En fresco
